episode,total_reward,epsilon,buffer_size,keep_ratio,next_ratio,traffic_N,traffic_S,traffic_E,traffic_W
876,-8.4,0.05,50000,0.503,0.497,493,520,1186,647
877,-5.98,0.05,50000,0.424,0.576,641,970,423,438
878,-3.67,0.05,50000,0.463,0.537,568,551,783,411
879,-52.89,0.05,50000,0.501,0.499,686,1115,744,435
880,-7.22,0.05,50000,0.518,0.482,494,308,998,608
881,-11.82,0.05,50000,0.667,0.333,853,1101,383,700
882,-44.95,0.05,50000,0.649,0.351,1096,1108,844,332
883,-27.28,0.05,50000,0.579,0.421,992,414,921,982
884,-51.14,0.05,50000,0.708,0.292,1062,735,1056,1121
885,-34.36,0.05,50000,0.668,0.332,1058,735,739,1109
886,-47.56,0.05,50000,0.671,0.329,802,988,1045,891
887,-9.0,0.05,50000,0.472,0.528,532,1114,356,627
888,-48.15,0.05,50000,0.544,0.456,609,1089,698,967
889,-43.9,0.05,50000,0.613,0.388,1143,665,1160,507
890,-36.7,0.05,50000,0.6,0.4,947,912,1127,389
891,-10.25,0.05,50000,0.406,0.594,469,485,861,1127
892,-10.97,0.05,50000,0.562,0.438,1135,326,825,432
893,-55.22,0.05,50000,0.64,0.36,743,830,1167,987
894,-3.83,0.05,50000,0.406,0.594,356,968,447,587
895,-47.19,0.05,50000,0.631,0.369,1199,619,966,998
896,-4.06,0.05,50000,0.429,0.571,362,920,561,482
897,-17.79,0.05,50000,0.564,0.436,699,674,1010,1079
898,-36.84,0.05,50000,0.697,0.303,927,1187,758,490
899,-10.07,0.05,50000,0.319,0.681,306,641,693,863
900,-24.13,0.05,50000,0.639,0.361,850,680,1051,807
901,-10.06,0.05,50000,0.394,0.606,386,523,679,1076
902,-5.96,0.05,50000,0.343,0.657,432,511,820,824
903,-4.8,0.05,50000,0.347,0.653,430,545,455,947
904,-8.78,0.05,50000,0.512,0.487,388,590,1172,518
905,-7.45,0.05,50000,0.446,0.554,893,812,709,517
906,-36.36,0.05,50000,0.653,0.347,635,1059,659,860
907,-56.2,0.05,50000,0.625,0.375,1165,1162,791,1187
908,-47.4,0.05,50000,0.464,0.536,997,670,1077,1176
909,-39.23,0.05,50000,0.532,0.468,476,966,751,679
910,-6.87,0.05,50000,0.481,0.519,772,401,806,720
911,-46.79,0.05,50000,0.599,0.401,683,919,699,850
912,-47.95,0.05,50000,0.639,0.361,992,865,495,1188
913,-17.08,0.05,50000,0.508,0.492,699,771,717,1014
914,-34.62,0.05,50000,0.647,0.353,739,1122,434,846
915,-1.01,0.05,50000,0.503,0.497,483,315,431,483
916,-7.03,0.05,50000,0.408,0.592,437,598,442,1040
917,-6.65,0.05,50000,0.522,0.478,862,958,746,368
918,-3.69,0.05,50000,0.394,0.606,576,381,509,958
919,-41.81,0.05,50000,0.578,0.422,890,1047,700,1126
920,-44.13,0.05,50000,0.719,0.281,1020,620,1152,448
921,-22.82,0.05,50000,0.65,0.35,668,1102,772,868
922,-54.46,0.05,50000,0.547,0.453,1005,713,641,1055
923,-6.17,0.05,50000,0.342,0.658,644,657,571,887
924,-4.2,0.05,50000,0.386,0.614,422,574,661,839
925,-5.21,0.05,50000,0.54,0.46,557,585,894,467
926,-9.3,0.05,50000,0.579,0.421,1027,467,828,329
927,-5.29,0.05,50000,0.54,0.46,452,451,1048,331
928,-32.45,0.05,50000,0.674,0.326,958,1133,747,930
929,-12.57,0.05,50000,0.561,0.439,630,455,1151,860
930,-78.8,0.05,50000,0.771,0.229,471,1132,1050,1127
931,-24.23,0.05,50000,0.618,0.382,634,751,374,1073
932,-43.42,0.05,50000,0.647,0.353,918,661,381,1013
933,-27.53,0.05,50000,0.635,0.365,1179,481,523,852
934,-15.37,0.05,50000,0.406,0.594,523,704,300,932
935,-16.74,0.05,50000,0.668,0.332,893,454,995,470
936,-35.58,0.05,50000,0.575,0.425,973,864,957,1133
937,-6.27,0.05,50000,0.44,0.56,309,464,1148,780
938,-37.21,0.05,50000,0.662,0.338,761,980,998,664
939,-19.56,0.05,50000,0.642,0.358,570,833,983,1196
940,-10.33,0.05,50000,0.492,0.508,505,768,1133,381
941,-6.3,0.05,50000,0.392,0.608,489,384,1088,1097
942,-7.69,0.05,50000,0.374,0.626,429,703,1055,357
943,-45.97,0.05,50000,0.636,0.364,914,602,991,826
944,-7.96,0.05,50000,0.518,0.482,745,561,807,983
945,-8.44,0.05,50000,0.511,0.489,667,477,958,1039
946,-1.23,0.05,50000,0.399,0.601,607,325,305,516
947,-12.76,0.05,50000,0.451,0.549,460,1013,697,615
948,-29.48,0.05,50000,0.643,0.357,1051,605,555,1098
949,-43.72,0.05,50000,0.583,0.417,665,809,1130,571
950,-5.04,0.05,50000,0.487,0.512,1022,946,575,577
951,-2.42,0.05,50000,0.21,0.79,388,814,549,608
952,-23.76,0.05,50000,0.529,0.471,756,655,1199,1086
953,-7.31,0.05,50000,0.535,0.465,592,1089,757,451
954,-60.69,0.05,50000,0.533,0.467,764,1111,952,1069
955,-3.24,0.05,50000,0.365,0.635,446,592,669,324
956,-25.88,0.05,50000,0.722,0.278,793,329,1035,795
957,-3.57,0.05,50000,0.469,0.531,453,313,356,801
958,-1.95,0.05,50000,0.526,0.474,978,769,401,508
959,-16.96,0.05,50000,0.501,0.499,896,1030,767,532
960,-46.77,0.05,50000,0.618,0.382,1097,1120,520,926
961,-5.18,0.05,50000,0.589,0.411,413,513,391,1165
962,-23.55,0.05,50000,0.667,0.333,386,926,1131,404
963,-17.9,0.05,50000,0.654,0.346,753,471,529,1163
964,-46.39,0.05,50000,0.59,0.41,1067,1147,814,934
965,-54.24,0.05,50000,0.571,0.429,1046,572,1146,863
966,-33.7,0.05,50000,0.61,0.39,708,975,1092,324
967,-3.15,0.05,50000,0.521,0.479,621,454,496,789
968,-42.86,0.05,50000,0.544,0.456,913,1003,631,1130
969,-6.76,0.05,50000,0.532,0.468,1044,982,595,315
970,-2.74,0.05,50000,0.608,0.392,1056,597,413,482
971,-66.62,0.05,50000,0.607,0.393,492,1199,1179,1196
972,-23.66,0.05,50000,0.393,0.607,611,513,1111,1040
973,-1.15,0.05,50000,0.454,0.546,356,350,614,461
974,-19.82,0.05,50000,0.422,0.578,600,619,1042,1014
975,-61.84,0.05,50000,0.561,0.439,652,1033,748,894
976,-10.36,0.05,50000,0.622,0.378,903,337,815,964
977,-70.96,0.05,50000,0.554,0.446,343,806,1017,1108
978,-30.76,0.05,50000,0.553,0.447,857,894,963,512
979,-14.28,0.05,50000,0.701,0.299,875,750,875,1100
980,-26.41,0.05,50000,0.749,0.251,833,311,1156,404
981,-57.65,0.05,50000,0.601,0.399,380,975,628,1105
982,-34.7,0.05,50000,0.629,0.371,897,954,865,812
983,-23.86,0.05,50000,0.783,0.217,993,615,698,1031
984,-12.39,0.05,50000,0.543,0.457,618,1086,609,443
985,-28.41,0.05,50000,0.613,0.388,585,952,773,982
986,-29.49,0.05,50000,0.558,0.442,1073,873,1163,310
987,-72.53,0.05,50000,0.576,0.424,1089,783,1186,974
988,-6.59,0.05,50000,0.475,0.525,621,468,650,975
989,-55.2,0.05,50000,0.5,0.5,1034,650,1060,837
990,-8.61,0.05,50000,0.653,0.347,865,420,899,766
991,-13.51,0.05,50000,0.661,0.339,741,528,1031,557
992,-8.79,0.05,50000,0.719,0.281,834,392,1034,488
993,-15.06,0.05,50000,0.49,0.51,644,756,1000,436
994,-46.45,0.05,50000,0.619,0.381,816,992,1096,661
995,-12.88,0.05,50000,0.575,0.425,1095,359,713,688
996,-80.19,0.05,50000,0.444,0.556,900,973,1042,1042
997,-19.81,0.05,50000,0.561,0.439,629,1067,778,700
998,-32.39,0.05,50000,0.526,0.474,654,1081,324,1197
999,-40.03,0.05,50000,0.658,0.342,1107,623,1132,387
1000,-16.46,0.05,50000,0.385,0.615,361,885,809,780
