episode,total_reward,epsilon,buffer_size
954,-6.02,0.05,50000
955,-6.34,0.05,50000
956,-8.7,0.05,50000
957,-5.86,0.05,50000
958,-7.43,0.05,50000
959,-6.34,0.05,50000
960,-10.04,0.05,50000
961,-8.34,0.05,50000
962,-6.3,0.05,50000
963,-7.69,0.05,50000
964,-10.68,0.05,50000
965,-6.87,0.05,50000
966,-9.34,0.05,50000
967,-7.07,0.05,50000
968,-6.21,0.05,50000
969,-6.65,0.05,50000
970,-6.31,0.05,50000
971,-8.78,0.05,50000
972,-7.47,0.05,50000
973,-7.01,0.05,50000
974,-7.16,0.05,50000
975,-7.72,0.05,50000
976,-7.42,0.05,50000
977,-9.07,0.05,50000
978,-5.54,0.05,50000
979,-6.56,0.05,50000
980,-9.98,0.05,50000
981,-6.54,0.05,50000
982,-7.94,0.05,50000
983,-7.0,0.05,50000
984,-6.36,0.05,50000
985,-7.79,0.05,50000
986,-8.65,0.05,50000
987,-8.23,0.05,50000
988,-6.44,0.05,50000
989,-6.39,0.05,50000
990,-6.21,0.05,50000
991,-8.28,0.05,50000
992,-8.86,0.05,50000
993,-5.88,0.05,50000
994,-7.78,0.05,50000
995,-7.56,0.05,50000
996,-6.66,0.05,50000
997,-7.52,0.05,50000
998,-6.48,0.05,50000
999,-6.82,0.05,50000
1000,-7.92,0.05,50000
